STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_HES_HES_003,Year,DECILE_HES_HES_003,Income group,NZHEC_LEV_HES_HES_003,Expenditure category,MEASURE_HES_HES_003,Measure,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,01_4,Non-alcoholic beverages,SAMPLING_ERROR,,20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,01_5,Restaurant meals and ready-to-eat food,AV_WKLY_AMT,,105.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,01_5,Restaurant meals and ready-to-eat food,PER_HHLD_REP,,95.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,01_5,Restaurant meals and ready-to-eat food,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02,"Alcoholic beverages, tobacco and illicit drugs",AV_WKLY_AMT,,45.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02,"Alcoholic beverages, tobacco and illicit drugs",PER_HHLD_REP,,71.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02,"Alcoholic beverages, tobacco and illicit drugs",SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_1,Alcoholic beverages,AV_WKLY_AMT,,35.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_1,Alcoholic beverages,PER_HHLD_REP,,65.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_1,Alcoholic beverages,SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_2,Cigarettes and tobacco,AV_WKLY_AMT,,10.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_2,Cigarettes and tobacco,PER_HHLD_REP,,16.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_2,Cigarettes and tobacco,SAMPLING_ERROR,,44,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_3,Illicit drugs,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,02_3,Illicit drugs,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03,Clothing and footwear,AV_WKLY_AMT,,62.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03,Clothing and footwear,PER_HHLD_REP,,67.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03,Clothing and footwear,SAMPLING_ERROR,,22,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03_1,Clothing,AV_WKLY_AMT,,49.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03_1,Clothing,PER_HHLD_REP,,62.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03_1,Clothing,SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03_2,Footwear,AV_WKLY_AMT,,13.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03_2,Footwear,PER_HHLD_REP,,23.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,03_2,Footwear,SAMPLING_ERROR,,37,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04,Housing and household utilities,AV_WKLY_AMT,,442.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04,Housing and household utilities,PER_HHLD_REP,,99.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04,Housing and household utilities,SAMPLING_ERROR,,33,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_1,Actual rentals for housing,AV_WKLY_AMT,,92.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_1,Actual rentals for housing,PER_HHLD_REP,,21.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_1,Actual rentals for housing,SAMPLING_ERROR,,34,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_2,Home ownership,AV_WKLY_AMT,,211.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_2,Home ownership,PER_HHLD_REP,,60.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_2,Home ownership,SAMPLING_ERROR,,60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_3,Property maintenance,AV_WKLY_AMT,,36.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_3,Property maintenance,PER_HHLD_REP,,39.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_3,Property maintenance,SAMPLING_ERROR,,42,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_4,Property rates and related services,AV_WKLY_AMT,,47.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_4,Property rates and related services,PER_HHLD_REP,,85.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_4,Property rates and related services,SAMPLING_ERROR,,15,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_5,Household energy,AV_WKLY_AMT,,54.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_5,Household energy,PER_HHLD_REP,,98.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_5,Household energy,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_6,Other housing expenses,AV_WKLY_AMT,,1.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_6,Other housing expenses,PER_HHLD_REP,,3.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,04_6,Other housing expenses,SAMPLING_ERROR,,92,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05,Household contents and services,AV_WKLY_AMT,,68.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05,Household contents and services,PER_HHLD_REP,,95.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05,Household contents and services,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_1,"Furniture, furnishings and floor coverings",AV_WKLY_AMT,,21.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_1,"Furniture, furnishings and floor coverings",PER_HHLD_REP,,39.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_1,"Furniture, furnishings and floor coverings",SAMPLING_ERROR,,36,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_2,Household textiles,AV_WKLY_AMT,,4.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_2,Household textiles,PER_HHLD_REP,,22.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_2,Household textiles,SAMPLING_ERROR,,43,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_3,Household appliances,AV_WKLY_AMT,,11.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_3,Household appliances,PER_HHLD_REP,,38.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_3,Household appliances,SAMPLING_ERROR,,30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_4,"Glassware, tableware and household utensils",AV_WKLY_AMT,,7.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_4,"Glassware, tableware and household utensils",PER_HHLD_REP,,36.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_4,"Glassware, tableware and household utensils",SAMPLING_ERROR,,37,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_5,Tools and equipment for house and garden,AV_WKLY_AMT,,8.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_5,Tools and equipment for house and garden,PER_HHLD_REP,,45.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_5,Tools and equipment for house and garden,SAMPLING_ERROR,,38,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_6,Other household supplies and services,AV_WKLY_AMT,,14.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_6,Other household supplies and services,PER_HHLD_REP,,78.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,05_6,Other household supplies and services,SAMPLING_ERROR,,31,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06,Health,AV_WKLY_AMT,,64.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06,Health,PER_HHLD_REP,,77.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06,Health,SAMPLING_ERROR,,60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_1,"Medical products, appliances and equipment",AV_WKLY_AMT,,21.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_1,"Medical products, appliances and equipment",PER_HHLD_REP,,61.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_1,"Medical products, appliances and equipment",SAMPLING_ERROR,,51,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_2,Out-patient services,AV_WKLY_AMT,,42.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_2,Out-patient services,PER_HHLD_REP,,48.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_2,Out-patient services,SAMPLING_ERROR,,90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_3,Hospital services,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,06_3,Hospital services,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07,Transport,AV_WKLY_AMT,,277.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07,Transport,PER_HHLD_REP,,97.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07,Transport,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_1,Purchase of vehicles,AV_WKLY_AMT,,108.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_1,Purchase of vehicles,PER_HHLD_REP,,33.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_1,Purchase of vehicles,SAMPLING_ERROR,,42,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_2,Private transport supplies and services,AV_WKLY_AMT,,100.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_2,Private transport supplies and services,PER_HHLD_REP,,95.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_2,Private transport supplies and services,SAMPLING_ERROR,,17,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_3,Passenger transport services,AV_WKLY_AMT,,69.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_3,Passenger transport services,PER_HHLD_REP,,51.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,07_3,Passenger transport services,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08,Communication,AV_WKLY_AMT,,43.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08,Communication,PER_HHLD_REP,,94.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08,Communication,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_1,Postal services,AV_WKLY_AMT,,1.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_1,Postal services,PER_HHLD_REP,,14.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_1,Postal services,SAMPLING_ERROR,,45,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_2,Telecommunication equipment,AV_WKLY_AMT,,6.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_2,Telecommunication equipment,PER_HHLD_REP,,6.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_2,Telecommunication equipment,SAMPLING_ERROR,,97,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_3,Telecommunication services,AV_WKLY_AMT,,36.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_3,Telecommunication services,PER_HHLD_REP,,93.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,08_3,Telecommunication services,SAMPLING_ERROR,,14,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09,Recreation and culture,AV_WKLY_AMT,,170.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09,Recreation and culture,PER_HHLD_REP,,98.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09,Recreation and culture,SAMPLING_ERROR,,17,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_1,Audio-visual and computing equipment,AV_WKLY_AMT,,12.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_1,Audio-visual and computing equipment,PER_HHLD_REP,,51.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_1,Audio-visual and computing equipment,SAMPLING_ERROR,,23,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_2,Major recreational and cultural equipment,AV_WKLY_AMT,,2.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_2,Major recreational and cultural equipment,PER_HHLD_REP,,8.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_2,Major recreational and cultural equipment,SAMPLING_ERROR,,67,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_3,Other recreational equipment and supplies,AV_WKLY_AMT,,38.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_3,Other recreational equipment and supplies,PER_HHLD_REP,,74.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_3,Other recreational equipment and supplies,SAMPLING_ERROR,,28,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_4,Recreational and cultural services,AV_WKLY_AMT,,69.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_4,Recreational and cultural services,PER_HHLD_REP,,91.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_4,Recreational and cultural services,SAMPLING_ERROR,,23,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_5,"Newspapers, books and stationery",AV_WKLY_AMT,,11.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_5,"Newspapers, books and stationery",PER_HHLD_REP,,58.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_5,"Newspapers, books and stationery",SAMPLING_ERROR,,23,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_6,Accommodation services,AV_WKLY_AMT,,35.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_6,Accommodation services,PER_HHLD_REP,,30.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_6,Accommodation services,SAMPLING_ERROR,,31,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_9,Flights and Accommodation,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,09_9,Flights and Accommodation,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10,Education,AV_WKLY_AMT,,27.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10,Education,PER_HHLD_REP,,36.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10,Education,SAMPLING_ERROR,,46,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_1,Early childhood education,AV_WKLY_AMT,,11.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_1,Early childhood education,PER_HHLD_REP,,8.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_1,Early childhood education,SAMPLING_ERROR,,75,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_2,"Primary, intermediate and secondary education",AV_WKLY_AMT,,4.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_2,"Primary, intermediate and secondary education",PER_HHLD_REP,,24.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_2,"Primary, intermediate and secondary education",SAMPLING_ERROR,,56,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_3,Tertiary and other post school education,AV_WKLY_AMT,,9.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_3,Tertiary and other post school education,PER_HHLD_REP,,6.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_3,Tertiary and other post school education,SAMPLING_ERROR,,87,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_4,Other educational fees,AV_WKLY_AMT,,1.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_4,Other educational fees,PER_HHLD_REP,,5.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,10_4,Other educational fees,SAMPLING_ERROR,,76,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11,Miscellaneous goods and services,AV_WKLY_AMT,,178.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11,Miscellaneous goods and services,PER_HHLD_REP,,99.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11,Miscellaneous goods and services,SAMPLING_ERROR,,15,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_1,Personal care,AV_WKLY_AMT,,39.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_1,Personal care,PER_HHLD_REP,,89.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_1,Personal care,SAMPLING_ERROR,,20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_2,Prostitution,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_2,Prostitution,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_3,Personal effects nec,AV_WKLY_AMT,,22.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2016,2016,9,Income group 9,11_3,Personal effects nec,PER_HHLD_REP,,51.8,,,
